GroupCode,GroupName,UnitCode,UnitName,SiteCode,SiteName,StartDate,Species,Abundance,Notes,IsPointCUI
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Other Birds,3,Crows,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Human,11,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Gull,3,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Cormorant,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/20/2014,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Cormorant,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Gull,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Human,6,"Some people in intertidal, most on rocks above.",FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Dog,2,Not in site,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Other Birds,20,COEI (Common Eider),FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/22/2013,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Human,20,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Gull,5,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Other Birds,2,eider adults + juvs,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Cormorant,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/11/2023,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Cormorant,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Human,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Other Birds,31,"22 scoters, 6 eider, 2 loons, 1 black guillmont",FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Gull,3,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,5/21/2018,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Human,7,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Gull,7,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Other Birds,12,eider including young; also 2 guillmont,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Cormorant,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/26/2017,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Human,9,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Other Birds,12,Eiders,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Cormorant,3,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,6/10/2019,Gull,6,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Dog,3,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Human,26,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Seal,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Cormorant,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Other Birds,48,COE with young; 1 Loon; 1 Guillimont; 1 Mink,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Gull,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SHIHAR,Ship Harbor,7/16/2021,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Human,6,on rocks above intertidal zone,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Other Birds,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Gull,1,Gull caught a crab,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Cormorant,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/19/2013,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Human,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Cormorant,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Oystercatcher,0,3 flew thru,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Gull,30,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Other Birds,36,"1 Crow, 35 black scoter",FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/8/2023,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Gull,5,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Other Birds,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Cormorant,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Human,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/23/2017,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Other Birds,1,Bald eagle,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Human,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Cormorant,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Gull,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Seal,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/25/2024,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Gull,7,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Human,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Cormorant,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Other Birds,5,4 COEI; 1 Guiamott,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Seal,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/13/2019,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Other Birds,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Gull,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Human,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Seal,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Cormorant,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,5/17/2022,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Human,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Seal,1,Gray seal on 6/17. Skin problem and hauled out by vertical transects.,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Gull,3,Resting,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Cormorant,1,Flyover,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/17/2014,Other Birds,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Cormorant,1,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Large shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Seal,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Gull,3,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Tern,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Small shorebird,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Other Birds,8,Gider (8) Guillamont,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Human,5,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Dog,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Oystercatcher,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Snowy Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,7/19/2021,Blue Heron,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/24/2016,Cormorant,2,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/24/2016,Pelican,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/24/2016,Great Egret,0,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/24/2016,Large shorebird,4,None,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,SCHPOI,Schoodic Point,6/24/2016,Other Birds,2,None,FALSE
