GroupCode,GroupName,UnitCode,UnitName,SiteName,SiteCode,PlotName,Elevation_MLLW_m,StartDate,Label,Distance_m,QAQC,IsPointCUI
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,3.487005949,6/19/2013,T1 bolt 01,0,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,3.184000015,6/19/2013,T1 bolt 02,1.039999962,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,,6/19/2013,T1 bolt 03,1.529999971,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.668735981,6/19/2013,T1 bolt 04,3.160000086,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.542999983,6/19/2013,T1 bolt 05,3.890000105,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.958019972,6/19/2013,T1 bolt 06,4.949999809,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.921000004,6/19/2013,T1 bolt 07,6.429999828,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.691248894,6/19/2013,T1 bolt 08,7.860000134,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.302052975,6/19/2013,T1 bolt 09,9.600000381,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.515635014,6/19/2013,T1 bolt 10,10.26000023,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.190000057,6/19/2013,T1 bolt 11,11.93999958,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,1.90576601,6/19/2013,T1 bolt 12,13.63000011,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.78509903,6/19/2013,T1 bolt 13,15.03999996,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.676000118,6/19/2013,T1 bolt 14,16.10000038,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,2.187706947,6/19/2013,T1 bolt 15,17.88999939,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,1.81319201,6/19/2013,T1 bolt 16,19.64999962,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,1.494600058,6/19/2013,T1 bolt 17,21.44000053,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,1.37103796,6/19/2013,T1 bolt 18,23.12000084,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,1.252504945,6/19/2013,T1 bolt 19,25.15999985,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,1.08358705,6/19/2013,T1 bolt 20,27.21999931,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,1.166915059,6/19/2013,T1 bolt 21,28.98999977,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,1.150454044,6/19/2013,T1 bolt 22,30.97999954,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T1,0.871953011,6/19/2013,T1 bolt 23,33.04000092,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,4.1485219,6/19/2013,T2 bolt 01,0,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,3.711999893,6/19/2013,T2 bolt 02,2.400000095,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,3.197947025,6/19/2013,T2 bolt 03,4.929999828,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,3.3091259,6/19/2013,T2 bolt 04,7.289999962,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,3.481592894,6/19/2013,T2 bolt 05,9.56000042,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,3.329834938,6/19/2013,T2 bolt 06,10.64000034,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,2.968322992,6/19/2013,T2 bolt 07,11.31999969,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,2.818423986,6/19/2013,T2 bolt 08,13.17000008,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,2.685339928,6/19/2013,T2 bolt 09,15.48999977,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,2.476999998,6/19/2013,T2 bolt 10,17.34000015,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,2.191546917,6/19/2013,T2 bolt 11,19.39999962,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,2.016000032,6/19/2013,T2 bolt 12,20.95000076,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,1.784440994,6/19/2013,T2 bolt 13,22.52000046,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,1.447983027,6/19/2013,T2 bolt 14,25.19000053,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,1.38557303,6/19/2013,T2 bolt 15,28.03000069,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,1.189427018,6/19/2013,T2 bolt 16,30.80999947,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,1.354508996,6/19/2013,T2 bolt 17,33.81000137,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,1.519567966,6/19/2013,T2 bolt 18,36.22000122,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T2,1.422793984,6/19/2013,T2 bolt 19,38.59999847,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,3.813896894,6/19/2013,T3 bolt 01,0,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,4.039999962,6/19/2013,T3 bolt 02,2.890000105,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,3.740999937,6/19/2013,T3 bolt 03,5.75,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,3.365346909,6/19/2013,T3 bolt 04,8.130000114,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,,6/19/2013,T3 bolt 05,9.569999695,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,3.379364014,6/19/2013,T3 bolt 06,11.39999962,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,3.263000011,6/19/2013,T3 bolt 07,12.89999962,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,3.07606411,6/19/2013,T3 bolt 08,14.14999962,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,2.620505095,6/19/2013,T3 bolt 09,15.36999989,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,2.569000006,6/19/2013,T3 bolt 10,16.36000061,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,2.368000031,6/19/2013,T3 bolt 11,17.72999954,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,2.497231007,6/19/2013,T3 bolt 12,18.12000084,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,2.144999981,6/19/2013,T3 bolt 13,20.19000053,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.945701957,6/19/2013,T3 bolt 14,22.37999916,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.776000023,6/19/2013,T3 bolt 15,24.55999947,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.681033015,6/19/2013,T3 bolt 16,26.70000076,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.496000051,6/19/2013,T3 bolt 17,28.35000038,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.586953998,6/19/2013,T3 bolt 18,29.87000084,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.417999983,6/19/2013,T3 bolt 19,31.63999939,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.378116012,6/19/2013,T3 bolt 20,33.59999847,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.340000033,6/19/2013,T3 bolt 21,35.59999847,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.379811049,6/19/2013,T3 bolt 22,37.22999954,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.317999959,6/19/2013,T3 bolt 23,39.04999924,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Schoodic Point,SCHPOI,T3,1.304999948,6/19/2013,T3 bolt 24,41.79999924,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,4.511030197,6/21/2013,T1 bolt 01,0,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,4.317430973,6/21/2013,T1 bolt 02,2.369999886,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,4.473930836,6/21/2013,T1 bolt 03,5.25,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,3.897209883,6/21/2013,T1 bolt 04,8.020000458,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,3.734740973,6/21/2013,T1 bolt 05,9.930000305,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,2.767847061,6/21/2013,T1 bolt 06,12.09000015,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,2.225677967,6/21/2013,T1 bolt 07,13.60999966,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,2.533107996,6/21/2013,T1 bolt 08,14.63000011,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,2.547185898,6/21/2013,T1 bolt 09,16.26000023,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,2.165411949,6/21/2013,T1 bolt 10,18.79000092,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,1.850144029,6/21/2013,T1 bolt 11,21.52000046,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,1.738626957,6/21/2013,T1 bolt 12,22.96999931,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,1.765751958,6/21/2013,T1 bolt 13,24.52000046,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,1.785874009,6/21/2013,T1 bolt 14,25.97999954,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,1.694934964,6/21/2013,T1 bolt 15,27.10000038,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,1.536385059,6/21/2013,T1 bolt 16,29.64999962,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,1.301781058,6/21/2013,T1 bolt 17,32.59999847,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,0.992735982,6/21/2013,T1 bolt 18,34.95999908,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,0.869063973,6/21/2013,T1 bolt 19,37.06000137,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,0.93839401,6/21/2013,T1 bolt 20,39.56000137,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,0.844366014,6/21/2013,T1 bolt 21,41.70000076,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,0.878188014,6/21/2013,T1 bolt 22,42.93999863,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T1,0.78512001,6/21/2013,T1 bolt 23,45.15000153,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,4.715723991,6/21/2013,T2 bolt 01,0,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,4.497478962,6/21/2013,T2 bolt 02,2.779999971,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,4.270689964,6/21/2013,T2 bolt 03,5.519999981,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,3.974755049,6/21/2013,T2 bolt 04,6.150000095,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,3.583741903,6/21/2013,T2 bolt 05,8.329999924,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,3.405884027,6/21/2013,T2 bolt 06,8.850000381,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,3.25238204,6/21/2013,T2 bolt 07,10.32999992,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,2.552194118,6/21/2013,T2 bolt 08,12.01000023,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,2.745590925,6/21/2013,T2 bolt 09,13.72000027,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,2.799628973,6/21/2013,T2 bolt 10,14.97999954,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,2.618908882,6/21/2013,T2 bolt 11,16.62000084,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,2.475564003,6/21/2013,T2 bolt 12,18.75,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,2.308830023,6/21/2013,T2 bolt 13,20.04000092,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,2.027143002,6/21/2013,T2 bolt 14,20.78000069,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.881201982,6/21/2013,T2 bolt 15,22.69000053,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.942643046,6/21/2013,T2 bolt 16,24.20999908,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,2.023679972,6/21/2013,T2 bolt 17,25.71999931,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.734501958,6/21/2013,T2 bolt 18,27.98999977,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.597004056,6/21/2013,T2 bolt 19,30.22999954,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.766142964,6/21/2013,T2 bolt 20,31.28000069,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.52136004,6/21/2013,T2 bolt 21,32.50999832,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.086097956,6/21/2013,T2 bolt 22,35.20999908,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,0.91920799,6/21/2013,T2 bolt 23,37.20999908,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,0.950002015,6/21/2013,T2 bolt 24,39.25999832,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.054828048,6/21/2013,T2 bolt 25,40.52999878,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.07959497,6/21/2013,T2 bolt 26,42.5,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,1.030959964,6/21/2013,T2 bolt 27,44.88000107,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T2,0.773914993,6/21/2013,T2 bolt 28,45.61999893,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,4.49474287,6/21/2013,T3 bolt 01,0,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,4.320048809,6/21/2013,T3 bolt 02,2.450000048,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,4.460025787,6/21/2013,T3 bolt 03,5.050000191,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,3.921067953,6/21/2013,T3 bolt 04,6.099999905,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,3.933705091,6/21/2013,T3 bolt 05,7.699999809,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,3.603205919,6/21/2013,T3 bolt 06,8.850000381,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,3.406702995,6/21/2013,T3 bolt 07,11.35000038,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,3.172852039,6/21/2013,T3 bolt 08,13.81000042,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,3.0286901,6/21/2013,T3 bolt 09,15.52999973,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,2.774071932,6/21/2013,T3 bolt 10,17.77000046,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,2.537543058,6/21/2013,T3 bolt 11,20.36000061,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,2.628035069,6/21/2013,T3 bolt 12,21.69000053,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,2.284209013,6/21/2013,T3 bolt 13,24.17000008,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.975309968,6/21/2013,T3 bolt 14,26.13999939,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,2.060154915,6/21/2013,T3 bolt 15,26.67000008,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.995131016,6/21/2013,T3 bolt 16,29.54000092,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.711240053,6/21/2013,T3 bolt 17,30.65999985,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.503723025,6/21/2013,T3 bolt 18,32.68999863,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.713865995,6/21/2013,T3 bolt 19,34.83000183,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.187510967,6/21/2013,T3 bolt 20,36.81999969,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.027413011,6/21/2013,T3 bolt 21,39.88999939,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.213642001,6/21/2013,T3 bolt 22,41.90999985,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.158658028,6/21/2013,T3 bolt 23,45.04999924,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,1.032713056,6/21/2013,T3 bolt 24,45.84999847,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Bass Harbor,BASHAR,T3,0.779318988,6/21/2013,T3 bolt 25,46.65000153,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,2.077506065,6/22/2013,T1 bolt 01,0,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,1.526880026,6/22/2013,T1 bolt 02,4.670000076,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.773418009,6/22/2013,T1 bolt 03,6.309999943,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,1.403686047,6/22/2013,T1 bolt 04,7.239999771,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.720332026,6/22/2013,T1 bolt 05,10.56999969,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.371663988,6/22/2013,T1 bolt 06,13.84000015,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,1.283946991,6/22/2013,T1 bolt 07,15.69999981,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.447890013,6/22/2013,T1 bolt 08,20.21999931,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.625093997,6/22/2013,T1 bolt 09,21.34000015,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.41298601,6/22/2013,T1 bolt 10,23.46999931,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.720345974,6/22/2013,T1 bolt 11,24.35000038,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.176127002,6/22/2013,T1 bolt 12,27.09000015,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,0.180167004,6/22/2013,T1 bolt 13,29,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,-0.184692994,6/22/2013,T1 bolt 14,33.24000168,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,-0.561339974,6/22/2013,T1 bolt 15,38.47000122,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,-0.262950987,6/22/2013,T1 bolt 16,40.36000061,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,-0.729492009,6/22/2013,T1 bolt 17,43.68999863,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,-0.614075005,6/22/2013,T1 bolt 18,45.43000031,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,-1.02028203,6/22/2013,T1 bolt 19,49.31999969,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T1,-1.410789013,6/22/2013,T1 bolt 20,52.58000183,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T2,1.946117997,6/22/2013,T2 bolt 01,0,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T2,1.956419945,6/22/2013,T2 bolt 02,2.210000038,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T2,1.742712021,6/22/2013,T2 bolt 03,4.440000057,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T2,1.371924043,6/22/2013,T2 bolt 04,5.489999771,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T2,1.337906957,6/22/2013,T2 bolt 05,7.650000095,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T2,0.839637995,6/22/2013,T2 bolt 06,10.64000034,FALSE,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia NP,Ship Harbor,SHIHAR,T2,0.580528021,6/22/2013,T2 bolt 07,12.05000019,FALSE,FALSE
